idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
8495,12.6,7.03,3.9,11.35,17.28,6.83,17.93,9.33,5.81,3.67,5.9,17.44,3.9,6.28,12.83,6.08,11.07,15.26,18.1,17.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.7,9.82,11.07,7.31,7.1
8496,11.99,10.2,11.37,18.94,10.65,4.65,19.93,4.17,18.45,12.53,15.99,9.76,11.37,9.72,8.62,8.54,13.6,5.74,4.76,15.53,-1,-1,-1,-1,-1,14.56,15.81,9.64,15.4,17.12,-1,-1,-1,-1,-1
8497,6.94,9.07,16.68,15.34,12.61,19.84,17.15,14.92,19.73,3.44,6.91,13.33,16.68,16.02,11.84,18.85,13.48,15.88,18.3,11.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.44,16.69,18.61,8.58,13.71
8498,14.65,10.37,12.07,5.86,11.81,18.2,18.46,13.31,11.42,16.46,19.91,5.66,12.07,8.65,12.81,11.2,17.79,4.66,10.65,15.39,18.82,11.7,16.38,9.07,7.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8499,11.7,9.42,10.69,18.5,3.17,14.95,13.37,15,6.83,12.76,15.32,11.64,10.69,17.32,4.18,5.76,7.44,3.46,11.94,11.02,-1,-1,-1,-1,-1,18.39,15.31,13.13,19.7,15.07,-1,-1,-1,-1,-1
8500,3.76,14.26,15.24,19.5,17.9,10.73,10.89,8.17,10.36,15.04,14.64,10.61,15.24,14.65,9.65,14.88,17.81,5.65,7.32,4.9,-1,-1,-1,-1,-1,9.87,15.54,16.35,18.7,7.41,-1,-1,-1,-1,-1
8501,6.66,8.42,5.83,3.4,18.72,10.18,12.31,11.86,9.38,15.59,19.4,9.43,5.83,5.25,8.58,18.62,9.02,19.61,14.85,9.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.69,14.12,10.97,10.67,13.5
8502,4.71,16.73,4.07,5.11,18.43,18.32,16.03,11.94,8.07,13.89,8.15,14.36,4.07,11.02,3.55,12.69,4.91,19.48,15.74,17.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.89,17.17,9.09,12.01,19.06
8503,10.54,5.66,9.78,15.06,7.85,19.25,10.32,15.05,7.17,11.54,13.62,11.35,9.78,4.04,10.75,5.08,16.57,7.02,6.88,18.66,16.94,9,13.34,18.32,17.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8504,10.34,5.44,16.47,5.91,15.33,16.47,15.43,14.33,10.41,19.08,5.12,6.58,16.47,13.41,10.18,17.48,10.08,6.85,15.61,3.43,10.59,7.26,19.58,13.89,17.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8505,18.98,16.91,3.84,15.13,8.02,14.08,16.35,9.34,12.87,11.48,18.32,19.77,3.84,16.73,8.76,11.5,10.76,18.33,16.09,8.56,-1,-1,-1,-1,-1,14.94,11.95,16.43,9.61,17.11,-1,-1,-1,-1,-1
8506,4.53,13.36,5.18,16.71,9.06,7.19,14.63,9.94,8.29,7.53,18.54,18.19,5.18,6.07,3.51,17.83,4.43,18.82,7.76,14.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.94,9.29,17.96,13.57,19.91
8507,4.79,17.02,19.1,10.78,19.2,6.73,7.7,12.96,13.61,8.74,4.86,16.97,19.1,7.61,10.22,12.36,5.75,3.12,7.25,4.72,15.45,7.68,11.92,11.44,19.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8508,3.31,14.1,9.73,14.52,10.37,12.16,16.57,6.13,19.17,9.79,6.19,3.22,9.73,11.17,8.17,12.98,12.67,7.3,6.1,7.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.77,18.13,9.67,18.06,19.12
8509,15.74,8.57,9.39,9.93,17.37,3.34,6.39,4.74,5.95,4.98,14.15,11.87,9.39,19.5,16.88,12.98,9.58,10.85,7.72,11.72,-1,-1,-1,-1,-1,16.96,7.44,10.3,9.75,7.59,-1,-1,-1,-1,-1
8510,13.71,9.7,11.03,13.09,12.44,17.72,3.95,6.97,3.79,6.55,18.54,11.44,11.03,14.93,19.35,11.83,9.76,9.99,18.51,3.91,-1,-1,-1,-1,-1,15.1,9.34,19.15,19.87,10.58,-1,-1,-1,-1,-1
8511,15.76,11.71,5.96,12.09,4.7,16.24,4.52,15.19,4.39,4.91,12.31,3.09,5.96,5.3,3.5,7.18,7.94,9.98,8.25,18.41,-1,-1,-1,-1,-1,9.33,18.47,11.15,17.29,12.03,-1,-1,-1,-1,-1
8512,4.52,11.76,17.63,17.4,11.51,13.85,5.73,18.4,6.6,13.74,3.84,11.6,17.63,6.67,18.43,15.81,8.63,4,13.51,18.53,18.06,8.09,15.72,8.29,17.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8513,9.78,8.68,12.45,15.31,18.24,19.47,18.97,13.31,9.41,14.1,12.82,9.92,12.45,7.76,5.85,10.57,8.92,16.56,8.63,10.23,10.57,14,12.22,12.41,9.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8514,18.51,6.26,16.11,15.13,12.1,14.9,9.56,7.59,15.18,15.62,9.79,4.81,16.11,19.06,5.37,19.73,18.97,5.69,19.28,3.03,-1,-1,-1,-1,-1,11.97,16.61,15.65,15.76,12.12,-1,-1,-1,-1,-1
8515,12.29,16.92,15.98,19.4,17.13,14.15,14.31,8.45,13.4,19.02,12.62,9.11,15.98,16.58,7.64,7.84,19.34,5,5.05,15.01,-1,-1,-1,-1,-1,9.59,10.65,10.18,7.49,15.96,-1,-1,-1,-1,-1
8516,16.24,12.86,6.93,7.01,3.89,8.57,16.24,17.9,4.57,14.2,16.8,15.35,6.93,6.19,16.59,11.61,13.82,3.67,4.4,16.32,-1,-1,-1,-1,-1,8.03,14.56,14.58,7.99,16.33,-1,-1,-1,-1,-1
8517,6.53,15.8,10.4,4.27,16.14,18.52,10.21,9.79,8.44,10.76,18.52,18.79,10.4,7.03,7.77,4.54,17.82,19.53,11.23,18.8,11.4,19.78,12.88,18.5,15.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8518,18.37,13.59,12.28,6.9,14.2,17.43,15.24,8.51,5.42,6.7,6.86,12.84,12.28,18.07,8.17,12.43,5.73,17.93,11.36,3.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.68,16.98,12.22,10.05,13.35
8519,8.91,10.53,4.95,17.63,14.74,13.9,17.01,7.4,18.36,11.65,13.37,17.98,4.95,17.28,18.83,12.38,12.04,5.14,3.37,14.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.51,17.32,16.71,7.69,15.91
8520,16.17,4.1,17.55,19.76,14.73,17.14,6.28,8.52,13.8,18.87,14.92,15.89,17.55,18.79,10.22,3.86,3.18,17.85,3.45,13.83,8.79,19.69,13.68,16.24,11.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8521,9.23,7.62,19.91,12.36,16.74,18.95,3.46,18.66,18.22,15.8,11.95,3.41,19.91,14.28,12.73,11.81,8.47,9.11,18.46,15.04,10.41,13.01,9.12,7.39,15.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8522,10.76,12.01,8.73,17.09,12.24,3.8,15.02,7.12,15.66,3.08,10.35,16.82,8.73,5.87,14.85,5.28,19.28,18.01,9.04,13.83,-1,-1,-1,-1,-1,18.99,10.58,19.57,14.93,9.6,-1,-1,-1,-1,-1
8523,16.17,9.85,5.93,4.31,7.63,17.04,7.3,7.71,13.03,3.56,12.81,15.59,5.93,12.47,10.9,13.91,14.31,8.23,13.12,14.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.63,10.96,18.06,16.28,19.8
8524,8.07,16.76,17.96,10.91,10.96,14.5,19.33,15.27,17.2,13.75,7.65,9.62,17.96,16,3.78,15.01,13.6,17.8,14.93,8.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.41,11.16,8.66,14.97,19.33
8525,12.14,19.59,13.47,3.8,6.25,3.21,7.56,19.66,19.42,14.82,10.13,4.76,13.47,14.88,17.85,4.41,4.96,17.01,14.98,16.27,9.34,17.79,17.53,10.85,10.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8526,10.1,6.19,7.4,14.62,15.43,13.39,12.35,10.62,13.42,16.41,4.66,9.47,7.4,18.85,18.97,3.75,18.83,12.01,6.52,12.13,12.55,14.68,8.93,13.18,17.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8527,6.5,8.56,11.92,14.05,8.84,9.75,10.85,8.96,14.72,15.91,17.17,18.26,11.92,10.05,5.91,6.67,16.11,14.47,6.94,18.14,-1,-1,-1,-1,-1,19.91,12.13,10.53,8.92,16.16,-1,-1,-1,-1,-1
8528,14.35,18.6,14.55,8.15,17.36,8.75,10.13,8.8,15.84,16.09,4.25,11.16,14.55,13.9,10.82,14.21,15.97,10.29,6.44,5.85,-1,-1,-1,-1,-1,15.76,11.36,18.41,8.99,9.39,-1,-1,-1,-1,-1
8529,15.52,17.1,19.25,6.27,7.32,14.2,3.21,4.54,16.16,10.61,12.37,15.75,19.25,17.77,14.93,16.66,8.48,18.32,8.58,6.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.23,13.09,14.45,7.46,18.61
8530,9.89,3.5,14.4,11.8,14.05,17.45,18.11,8.54,15.47,11.13,19.83,9.4,14.4,7.8,18.59,8.28,8.72,15.46,8.79,18.6,16,16.13,19.56,16.19,8.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8531,13.12,4.82,14.09,16.18,13.37,13.84,7.44,9.37,3.96,5.23,3.54,9.14,14.09,17.42,11.57,17.45,8.97,3.19,19.05,5.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.34,14.47,19.3,11.18,15.91
8532,12.06,8.94,4.09,14.79,5.06,17.51,16.15,8.28,13.74,15.24,15.08,3.08,4.09,5.11,17.77,4.5,19.48,10.46,5.77,3.07,-1,-1,-1,-1,-1,12.44,13.85,9.98,18.04,11.91,-1,-1,-1,-1,-1
8533,11.65,7.49,4.59,16.24,14.71,11.39,11.08,10.75,10.11,15.2,13.55,10.14,4.59,13.25,16.61,3.76,13.09,17.93,14.31,18.31,7.6,9.69,18.42,8.17,17.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8534,11.06,9.21,18.98,17.02,7.36,6.29,4.83,6.97,15.69,17.64,19.13,11.02,18.98,3.64,18.59,5.08,6,7.43,10.83,7.74,-1,-1,-1,-1,-1,14.17,17.72,18.52,14.79,8.05,-1,-1,-1,-1,-1
8535,3.36,19.19,9.21,8.95,10.22,19.84,4.11,5.46,11.44,13.08,13.71,8.03,9.21,5.49,13.46,3.23,16.94,11.05,12.81,13.06,-1,-1,-1,-1,-1,7.67,17.87,19.29,19.64,8.88,-1,-1,-1,-1,-1
8536,11.94,15.93,3.85,19.27,6.26,17.41,13.94,18.8,17.03,15.28,9.82,17.48,3.85,13.86,8.95,15.12,10.4,6.19,4.02,8.54,-1,-1,-1,-1,-1,13.33,9.96,12.09,15.62,7.9,-1,-1,-1,-1,-1
8537,13.04,5.77,13.64,5.05,18.61,12.75,12.63,3.19,6.31,5.42,12.6,13.37,13.64,3.74,4.03,16.79,3.9,4.5,13.2,7.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.71,18.34,14.74,8.74,14.35
8538,18.39,15.82,6.29,17.9,16.38,18.64,14,16.14,3.44,11.39,17.38,4.5,6.29,13.13,12.1,16.31,15.38,17.52,7.59,5.79,-1,-1,-1,-1,-1,9.3,7.15,14.95,16.01,16.73,-1,-1,-1,-1,-1
8539,11.18,11.68,13.59,12.82,8.57,12.64,4.95,10.04,10.4,10.19,18.72,12.35,13.59,16.6,15.88,3.97,13.08,16.97,15.85,8.71,-1,-1,-1,-1,-1,17.01,11.9,11.94,18.38,17.31,-1,-1,-1,-1,-1
8540,13.94,16.54,4.63,17.79,9.94,5.85,11.99,6.76,9.48,17.01,17.59,11.78,4.63,11.78,3.51,19.46,16.36,11.61,14.02,17.61,-1,-1,-1,-1,-1,13.06,14.36,11.67,11.13,19.68,-1,-1,-1,-1,-1
8541,12.82,3.26,17.5,6.05,11.91,7.83,6.54,7.37,9.83,4.21,11.45,12.48,17.5,5.17,4.01,17.52,17.7,15.61,7.57,7.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.91,16.09,19.25,10.58,11.93
8542,16.07,12.38,11.66,15.99,6.49,10.68,14.25,14.92,10.68,19.71,18.67,3.41,11.66,16.81,7.16,11.48,7.21,10.28,11.68,13.79,-1,-1,-1,-1,-1,16.93,7.26,13.54,10.3,11.57,-1,-1,-1,-1,-1
8543,15.67,7.54,18.15,15.69,8.4,14.24,10.06,17.92,14.9,4.49,15.27,5.78,18.15,12.2,5.31,3.16,10.42,6.24,12.42,14.27,-1,-1,-1,-1,-1,18.8,16.14,14.12,16.03,8.7,-1,-1,-1,-1,-1
8544,6.13,4.22,19.91,6.74,19.74,19.18,4.27,7.33,11.12,11.74,16.62,16.17,19.91,8.16,10.51,5.13,3.73,10.32,8.63,15.13,16.9,12.84,10.35,18.91,14.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8545,13.41,17.78,3.05,9.5,6.75,8.93,16.79,13.19,19.38,13.18,14.84,6.72,3.05,14.94,11.83,18.31,15.07,8.54,9.24,11.41,-1,-1,-1,-1,-1,8.05,19.7,14.06,17.33,19.3,-1,-1,-1,-1,-1
8546,14.82,13.98,7.12,7.06,7.83,13.69,16.21,12.38,19.78,19.62,10.88,13.22,7.12,16.19,4.43,16.37,15.55,15.99,4,7.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.38,15.64,19.26,17.67,11.38
8547,3.41,18.05,5.69,3.99,5.4,14.98,16.56,4.05,3.46,9.08,10.95,4.52,5.69,8.05,5.92,12.42,5.3,15.18,17.89,18.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.61,13.79,11.87,11.77,7.5
8548,9.96,8.3,3.16,9.43,14.29,11.34,14.41,16.63,7.18,3.03,11.64,7.74,3.16,5.01,12.01,15.03,9.92,13.63,5.79,5.09,17.83,18.17,15.19,19.29,13.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8549,15.72,3.12,15.14,15.96,8.6,13.79,3.06,11.87,17.42,5.69,4.01,5.3,15.14,18,18.68,13.02,7.76,19.04,19.88,18.02,12.58,18.39,11.3,8.71,18.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8550,11.97,12.74,3.63,11.78,15.38,7.47,16.03,13.1,4.29,14.68,4.09,13.49,3.63,7.29,13.45,4.95,10.81,5.3,16.68,5.27,14.29,14.75,9.4,16.83,12.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8551,16.53,11.75,11.8,8.47,15.08,12.89,3.11,11.04,9.23,17.45,16.83,14.38,11.8,9.87,18.77,16.15,11.71,17.67,19.85,9,11.2,19.83,9.06,7.71,17.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8552,10.39,10.78,10.72,10.25,8.17,15.15,14.2,7.44,7.83,14.82,12.29,16.13,10.72,12.23,10.56,10.65,11.05,6.46,16.05,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.83,9.37,11.16,10.22,16.98
8553,10.61,18.91,13.91,10.32,4.66,13.16,4.27,6.73,16.67,13,5.1,17.36,13.91,19.1,9.31,5.19,6.89,19.62,11.79,18.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.83,11.67,18.92,12.56,10.66
8554,5.31,19.95,13.83,12.64,10.07,12.14,14.68,7.39,18.56,14.84,6.26,19.22,13.83,9.16,6.12,14.1,7.72,7.47,7.95,3.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.2,17.18,11.17,12.43,11.16
8555,9.98,8.73,19.76,9.61,19.33,9.65,5.73,16.93,18.96,15.21,4.53,9.56,19.76,15.95,13.49,5.13,15.46,3.46,11.58,15.32,17.16,18.69,16.81,9.54,13.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8556,3.42,4.51,13.76,12.07,13.8,11.07,9.14,13.6,15.02,19.21,7.34,8.27,13.76,14.35,12.76,17.95,14.09,8.6,14,12.01,12.51,18,7.63,15.23,15.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8557,13.82,9.6,4.76,10.64,11.8,13.37,8.47,7.37,9.7,9.39,9.31,13.67,4.76,17.43,12.79,7.36,15.38,4.86,18.22,17.14,-1,-1,-1,-1,-1,15.82,12.9,14.76,19.78,9.97,-1,-1,-1,-1,-1
8558,14.98,3.78,16.12,13.25,13.34,11.72,9.69,11.82,17.84,6.19,9.63,15.25,16.12,15.76,11.91,13.96,4.24,17.73,12.21,12.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.51,19.77,7.21,11.95,12.02
8559,19.49,16.79,17.29,11.03,4.7,12.61,7.05,16.18,7.54,18.99,4.93,3.71,17.29,3.49,15.23,14.22,13.36,17.27,7.62,12.03,14.44,12.44,14.42,8.11,14.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8560,4.56,5.99,19.45,17.11,15.08,3.92,7.12,10.64,15.16,13.2,13.35,10.07,19.45,10.2,7.03,8.78,17.63,6.31,7.88,18.84,7.59,9.76,14.85,15.27,9.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8561,17.27,11.88,5.85,17.15,11.04,18.41,13.97,10.12,14.22,14.73,3.84,15.92,5.85,16.41,11.05,17.47,18.24,4.11,14.12,13.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.88,19.26,12.21,19.86,14.38
8562,7.32,4.37,7.59,14.15,19.42,4.4,9.85,3.7,14.66,9.89,6.53,5.83,7.59,5.14,18.66,19.82,5.97,16.74,4.17,16.36,14.02,8.93,14.53,9.05,18.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8563,13,5.32,8.47,17.72,6.6,15.22,11.17,12.65,4.78,3.61,4.42,16.56,8.47,13.45,6.71,14.63,8.66,13.57,10.71,5.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.38,16.03,9.97,16.61,14.22
8564,14.84,3.25,6.13,3.08,10.93,11.92,15.12,10.72,11.53,3.3,16.83,13.58,6.13,7.81,4.67,18.32,3.2,12.22,18.99,15.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.32,14.58,17.97,11.24,16.64
8565,6.43,9.87,10.34,16.27,5.97,12.83,8.33,5.69,3.06,18.36,5.49,18.16,10.34,9.94,13.18,9.89,18.27,9.91,11.98,12.86,-1,-1,-1,-1,-1,18.23,16.29,13,16.99,15.66,-1,-1,-1,-1,-1
8566,19.42,8.28,3.63,5.48,8.05,6.82,15.61,4.62,13.02,9.6,18.14,10.96,3.63,12.46,11.48,4.27,6.26,12.04,16.6,6.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.35,7.57,16.85,19.91,19.53
8567,8.56,10.67,19.72,5.45,13.56,15.54,15.51,13.33,7.27,4.21,4.48,10.57,19.72,19.2,17.92,18.28,14.04,13.62,18.82,11.32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.34,14.63,10.45,13.39,17.64
8568,7.88,6.05,13.82,6.59,9.55,13.58,12.06,8.65,16.24,17.68,9.41,6.37,13.82,15.79,13.94,5.55,10.6,18.53,6.65,14.61,17.45,9.2,11.24,9.67,12.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8569,13.63,6.2,3.75,7.15,17.31,17.81,15.88,19.88,4.02,12.5,11.47,17.31,3.75,17.49,16.44,14.16,10.67,8.73,8.88,3.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.64,14.81,13.94,14.27,17.3
8570,5.85,4.22,15.14,8.38,7.4,8.12,16.47,8.59,6.54,11.85,18.81,14.08,15.14,8.27,14.2,16.28,14.65,3.81,12.61,19.13,13.98,10.7,12.16,14.88,7.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8571,19.98,5.53,8.73,13.61,7.53,9.95,17.07,11.65,16.04,11.74,17.63,18.29,8.73,11.58,7.92,12.98,3.55,3.02,16.49,4.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.9,11.25,7.58,18.88,10.36
8572,15.12,11.3,6.73,14,11.07,16.84,7.7,17.92,8.77,13.19,10.1,6.13,6.73,16.71,19.92,8.28,6.62,6.13,9.82,9.5,7.23,7.66,13.14,19.5,14.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8573,17.21,4.58,6.18,12.67,11.59,3.53,14.11,15.42,9.73,4.62,6.89,18.17,6.18,8.92,6.41,17.37,16.71,16.11,8.37,15.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.32,13.95,15.56,14.51,10.24
8574,10.72,14.85,13.68,7.3,13.68,10.64,5.26,12.04,17.86,10.43,17.16,12.85,13.68,9.5,9.44,17.5,17.56,6.6,16.86,17.62,-1,-1,-1,-1,-1,8.03,16.07,16.15,10,19.24,-1,-1,-1,-1,-1
8575,12.59,11.69,14.9,15.57,12.72,8.37,19.28,5.02,19.72,17.41,3.68,5.24,14.9,19.86,13.81,12.15,16.62,19.48,11.08,9.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.89,13.77,18.7,9.21,16.96
8576,8.15,7.37,17.1,9.3,14.23,4.72,4.03,8.16,17.48,3.95,14.58,3.64,17.1,13.15,19.35,11.32,3.53,16.4,3.28,9.62,11.24,13.48,14.98,10.6,8.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8577,18.63,10.3,8.7,8.24,14.03,4.64,8.23,13.98,17.37,7.19,17.64,13.61,8.7,19.58,17.93,11.01,3.53,17.45,8.52,7.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.07,10.39,17.89,16.03,16.33
8578,11.48,14.39,5.38,19.56,9.51,17.48,3.7,10.12,3.37,6.12,17.35,18.82,5.38,4.11,17.35,11.85,16.44,10.16,11.23,7.57,-1,-1,-1,-1,-1,13.22,8.76,12.78,18.67,8.12,-1,-1,-1,-1,-1
8579,3.58,12.33,8.37,19.93,19.37,17.39,3.53,13.03,3.43,17.31,4.35,14.79,8.37,13.72,15.42,7.5,11.08,7.52,9.48,16.79,18.46,12.3,14.93,17.96,10.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8580,18.72,13.16,3.37,11.28,6.75,18.41,13.05,18.51,12.16,6.63,4.23,8.41,3.37,8.14,10.53,4.85,17.87,6.71,5.8,17.3,-1,-1,-1,-1,-1,13.9,13.74,9.13,19.21,8.73,-1,-1,-1,-1,-1
8581,16.43,10.45,4.92,7.3,5.01,8.4,12.61,13.52,6.58,14.71,11.39,10.63,4.92,19.95,9.78,18.39,12.61,14.89,6.16,17.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.06,15.27,8.16,14.6,14.61
8582,12.73,5.58,13.51,15.7,11.99,16.16,13.88,8.1,10.84,8.44,18.66,12.36,13.51,3.92,17.77,8.82,17.31,5.75,7,4.28,-1,-1,-1,-1,-1,10.33,18.06,17.57,15.96,19.55,-1,-1,-1,-1,-1
8583,14.05,12.06,18.46,9.04,7.03,18.26,12.14,5.1,7.65,4.19,9.84,12.07,18.46,11.49,18.97,11.36,17.9,16.08,12.43,11.16,12.95,15.51,13.65,15.12,13.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8584,11.26,4.9,8.7,17.49,4.4,4.61,13.11,18.53,11.01,7.02,11.93,17.09,8.7,19.51,7.29,16.11,8.4,3.57,5.75,3.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8.43,12.3,10.1,9.16
8585,4.25,13.81,10.66,8.93,9.37,9.33,3.48,15.94,16.72,9.99,9.14,7.5,10.66,11.05,4.83,18.5,12.85,10.97,4.22,6.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.22,17.09,12.19,14.94,13.76
8586,14.02,3.8,3.73,9.04,12.23,16.46,14.03,6.83,13.59,16.92,19.35,9.59,3.73,13.69,14.35,15.5,10.49,3.27,18.03,15.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.19,8.55,8.32,14.93,14.75
8587,13.28,7.15,16.55,6.78,10.69,7.76,8.2,15.73,8.44,12.32,5,3.8,16.55,15.74,3.05,4.18,13.71,5.84,3.11,9.83,15.91,10.39,18.67,7.08,11.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8588,16.52,4.97,15.83,17.3,14.2,16.13,18.27,7.3,19.72,12.47,14.58,12.83,15.83,12.59,19.48,17.32,6.49,13.62,8.64,17.61,9.28,14.06,8.61,7.17,18.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8589,5.13,15.3,4.37,11.18,15.15,5.11,9.74,7.56,4.24,7.84,19.78,4.6,4.37,17.91,12.58,19.36,13.96,13.36,11.79,3.3,-1,-1,-1,-1,-1,13.88,19.18,18.89,7.67,9.52,-1,-1,-1,-1,-1
8590,7.61,11.35,15.03,12.12,8.47,12.64,8.52,17.3,8.84,6.92,5.68,11.02,15.03,9.99,16.82,12.71,18.93,17.89,10.5,17.47,19.78,7.88,13.88,17.62,9.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8591,15.57,8.98,12.91,15.04,18.05,18.18,3.27,9.67,11.34,9.2,17.05,5.9,12.91,4.22,13.89,6.75,16.16,13.6,17.15,8.79,-1,-1,-1,-1,-1,9.78,11.72,18.76,10.19,11.67,-1,-1,-1,-1,-1
8592,3.8,10.66,18.58,11.87,9.74,3.67,15.44,16.35,4.92,11.01,6.02,15.29,18.58,6.3,14.17,4.11,15.97,10.07,3.23,17.3,19.48,19.05,10.94,16.59,13.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8593,7.08,17.16,4.83,3.46,11.86,11.13,4.96,4.1,3.69,11.36,17.79,5.2,4.83,4.6,14.83,6.68,12.78,18.52,10.63,12.41,-1,-1,-1,-1,-1,13.95,7.34,9.59,13.38,18.39,-1,-1,-1,-1,-1
8594,3.52,3.55,12.58,6.05,15.95,17.86,10.8,15.45,8.9,12.48,9.03,3.95,12.58,3.64,13.76,11.79,5.12,4.66,4.25,17.01,18.41,14.34,17.36,9.23,17.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8595,10.92,14.58,7.29,11.14,17.8,10.83,17.1,12.39,19.33,16.49,13.73,17.7,7.29,14.66,3.77,11.21,4.79,14.71,5.53,16.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.97,17.65,16.53,13.05,18.49
8596,10.9,3.31,19.5,16.93,9.37,7.51,8.75,19.71,3.66,8.09,8.36,10.01,19.5,15.69,5.8,9.12,19.16,3.71,13.22,13.28,7.88,12.52,16.88,16.64,18.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
